Direccion,Precio,UF,m2_Construidos,m2_totales,Habitaciones,Banos,Estacionamientos,Publi
"Maipú, Claudio Arrau con La Sinfonía",55000000,1579.416,48,48,2,1,0,02/03/2023
"Santiago, Fray Camilo Henriquez 686",47011050,1350.0,17,17,1,1,0,02/03/2023
"Santiago, Santa Isabel",100638470,2890.0,32,32,1,1,0,02/03/2023
"Providencia, Jose Smith Solar",236796400,6800.0,68,68,2,2,1,02/03/2023
"Las Condes, La Oración - Avda Las Condes",222867200,6400.0,66,66,2,2,1,02/03/2023
"Santiago, Coquimbo",80092900,2300.0,42,42,1,1,1,02/03/2023
"Vitacura, Monseñor Escriva de Balaguer",363900350,10450.0,120,120,4,3,2,02/03/2023
"Las Condes, Metro Hernando de Magallanes",275101700,7900.0,79,79,2,2,1,02/03/2023
"Ñuñoa, Dublé Almeyda - José Pedro Alessandri",212420300,6100.0,80,80,2,2,1,02/03/2023
"San Miguel, Tercera Avenida",8705750000,250000.0,40,40,1,1,0,02/03/2023
"La Florida, Vicente Valdés",121880500,3500.0,63,63,2,2,1,02/03/2023
"Las Condes, Mayecura I Colón",198491100,5700.0,61,61,2,2,1,02/03/2023
"San Miguel, Fernando Lazcano I Estadio El Llano",163668100,4700.0,76,76,3,2,1,02/03/2023
